image_key,processed_path,processed_width,processed_height,processed_format,preprocess_status
aptos__7ee79c090584b608,data/processed/images/aptos/aptos__7ee79c090584b608.jpg,224,224,JPEG,already_exists
aptos__fc65e146bdbbc502,data/processed/images/aptos/aptos__fc65e146bdbbc502.jpg,224,224,JPEG,already_exists
aptos__54e95e4ae341ba78,data/processed/images/aptos/aptos__54e95e4ae341ba78.jpg,224,224,JPEG,already_exists
aptos__b3f1115a86a15db1,data/processed/images/aptos/aptos__b3f1115a86a15db1.jpg,224,224,JPEG,already_exists
aptos__a381b17c3f995f70,data/processed/images/aptos/aptos__a381b17c3f995f70.jpg,224,224,JPEG,already_exists
aptos__84d70d5c749812c3,data/processed/images/aptos/aptos__84d70d5c749812c3.jpg,224,224,JPEG,already_exists
aptos__46b6a992c993b94e,data/processed/images/aptos/aptos__46b6a992c993b94e.jpg,224,224,JPEG,already_exists
aptos__4a0ed0578f43f994,data/processed/images/aptos/aptos__4a0ed0578f43f994.jpg,224,224,JPEG,already_exists
aptos__9f3232b764d1005c,data/processed/images/aptos/aptos__9f3232b764d1005c.jpg,224,224,JPEG,already_exists
aptos__f46bd959d0bdf39c,data/processed/images/aptos/aptos__f46bd959d0bdf39c.jpg,224,224,JPEG,already_exists
aptos__98df14e22e562e69,data/processed/images/aptos/aptos__98df14e22e562e69.jpg,224,224,JPEG,already_exists
aptos__20034d26efa064cc,data/processed/images/aptos/aptos__20034d26efa064cc.jpg,224,224,JPEG,already_exists
aptos__cf4827e9b4e6c3de,data/processed/images/aptos/aptos__cf4827e9b4e6c3de.jpg,224,224,JPEG,already_exists
aptos__f952ec13c40a77c5,data/processed/images/aptos/aptos__f952ec13c40a77c5.jpg,224,224,JPEG,already_exists
aptos__ae17cdc032dd3375,data/processed/images/aptos/aptos__ae17cdc032dd3375.jpg,224,224,JPEG,already_exists
aptos__7ceb1f0927f0276b,data/processed/images/aptos/aptos__7ceb1f0927f0276b.jpg,224,224,JPEG,already_exists
aptos__7779a43030d48002,data/processed/images/aptos/aptos__7779a43030d48002.jpg,224,224,JPEG,already_exists
aptos__e4767b51697a4a57,data/processed/images/aptos/aptos__e4767b51697a4a57.jpg,224,224,JPEG,already_exists
aptos__91efe94f8fa2449b,data/processed/images/aptos/aptos__91efe94f8fa2449b.jpg,224,224,JPEG,already_exists
aptos__4309ac402d20a6c4,data/processed/images/aptos/aptos__4309ac402d20a6c4.jpg,224,224,JPEG,already_exists
aptos__783677a55616e592,data/processed/images/aptos/aptos__783677a55616e592.jpg,224,224,JPEG,already_exists
aptos__8795ef02304e8f12,data/processed/images/aptos/aptos__8795ef02304e8f12.jpg,224,224,JPEG,already_exists
aptos__b80f441a4bed00c2,data/processed/images/aptos/aptos__b80f441a4bed00c2.jpg,224,224,JPEG,already_exists
aptos__4a12637b7620058c,data/processed/images/aptos/aptos__4a12637b7620058c.jpg,224,224,JPEG,already_exists
aptos__760c3910fc8ea986,data/processed/images/aptos/aptos__760c3910fc8ea986.jpg,224,224,JPEG,already_exists
aptos__7ff554ac99a3ebba,data/processed/images/aptos/aptos__7ff554ac99a3ebba.jpg,224,224,JPEG,already_exists
aptos__4a501467f9f42dbc,data/processed/images/aptos/aptos__4a501467f9f42dbc.jpg,224,224,JPEG,already_exists
aptos__9ee942fea11871e8,data/processed/images/aptos/aptos__9ee942fea11871e8.jpg,224,224,JPEG,already_exists
aptos__e383790b84aad8dd,data/processed/images/aptos/aptos__e383790b84aad8dd.jpg,224,224,JPEG,already_exists
aptos__280b6e194659be53,data/processed/images/aptos/aptos__280b6e194659be53.jpg,224,224,JPEG,already_exists
aptos__1d1c522fe0951ea4,data/processed/images/aptos/aptos__1d1c522fe0951ea4.jpg,224,224,JPEG,already_exists
aptos__838143931483df11,data/processed/images/aptos/aptos__838143931483df11.jpg,224,224,JPEG,already_exists
aptos__f07df49feff7f59d,data/processed/images/aptos/aptos__f07df49feff7f59d.jpg,224,224,JPEG,already_exists
aptos__a759c5323dc90f35,data/processed/images/aptos/aptos__a759c5323dc90f35.jpg,224,224,JPEG,already_exists
aptos__f9b615172313cff5,data/processed/images/aptos/aptos__f9b615172313cff5.jpg,224,224,JPEG,already_exists
aptos__f095af1224baf743,data/processed/images/aptos/aptos__f095af1224baf743.jpg,224,224,JPEG,already_exists
aptos__089a038841473f55,data/processed/images/aptos/aptos__089a038841473f55.jpg,224,224,JPEG,already_exists
aptos__d3e74a81ecd27457,data/processed/images/aptos/aptos__d3e74a81ecd27457.jpg,224,224,JPEG,already_exists
aptos__17406afd857b489b,data/processed/images/aptos/aptos__17406afd857b489b.jpg,224,224,JPEG,already_exists
aptos__9ada9e6050e68194,data/processed/images/aptos/aptos__9ada9e6050e68194.jpg,224,224,JPEG,already_exists
aptos__2c6c9266ea9f8ede,data/processed/images/aptos/aptos__2c6c9266ea9f8ede.jpg,224,224,JPEG,already_exists
aptos__5eda04bcc0e594ca,data/processed/images/aptos/aptos__5eda04bcc0e594ca.jpg,224,224,JPEG,already_exists
aptos__a9b3c09a17d1c3e4,data/processed/images/aptos/aptos__a9b3c09a17d1c3e4.jpg,224,224,JPEG,already_exists
aptos__9af9e9a01c913e3b,data/processed/images/aptos/aptos__9af9e9a01c913e3b.jpg,224,224,JPEG,already_exists
aptos__339ba3fdeeb92b7c,data/processed/images/aptos/aptos__339ba3fdeeb92b7c.jpg,224,224,JPEG,already_exists
aptos__ee9d692fbfe5e182,data/processed/images/aptos/aptos__ee9d692fbfe5e182.jpg,224,224,JPEG,already_exists
aptos__e2f8d5c0d8886b1b,data/processed/images/aptos/aptos__e2f8d5c0d8886b1b.jpg,224,224,JPEG,already_exists
aptos__0824ff07407ea604,data/processed/images/aptos/aptos__0824ff07407ea604.jpg,224,224,JPEG,already_exists
aptos__dc63fd48e3f597e0,data/processed/images/aptos/aptos__dc63fd48e3f597e0.jpg,224,224,JPEG,already_exists
aptos__3afd7f564a589d40,data/processed/images/aptos/aptos__3afd7f564a589d40.jpg,224,224,JPEG,already_exists
aptos__21a5c07f31b09f0b,data/processed/images/aptos/aptos__21a5c07f31b09f0b.jpg,224,224,JPEG,already_exists
aptos__9b1a846362c1300d,data/processed/images/aptos/aptos__9b1a846362c1300d.jpg,224,224,JPEG,already_exists
aptos__36896c2077c9204f,data/processed/images/aptos/aptos__36896c2077c9204f.jpg,224,224,JPEG,already_exists
aptos__e4780374861c202d,data/processed/images/aptos/aptos__e4780374861c202d.jpg,224,224,JPEG,already_exists
aptos__78b5a85dbad65569,data/processed/images/aptos/aptos__78b5a85dbad65569.jpg,224,224,JPEG,already_exists
aptos__6aca0f05af0e6787,data/processed/images/aptos/aptos__6aca0f05af0e6787.jpg,224,224,JPEG,already_exists
aptos__892b269c535a81d4,data/processed/images/aptos/aptos__892b269c535a81d4.jpg,224,224,JPEG,already_exists
aptos__9f1dbab887a245f5,data/processed/images/aptos/aptos__9f1dbab887a245f5.jpg,224,224,JPEG,already_exists
aptos__f049f0e39731b721,data/processed/images/aptos/aptos__f049f0e39731b721.jpg,224,224,JPEG,already_exists
aptos__6c7510d3d6781285,data/processed/images/aptos/aptos__6c7510d3d6781285.jpg,224,224,JPEG,already_exists
aptos__4a30ae5bb33c74fa,data/processed/images/aptos/aptos__4a30ae5bb33c74fa.jpg,224,224,JPEG,already_exists
aptos__9ad97931959ae0f8,data/processed/images/aptos/aptos__9ad97931959ae0f8.jpg,224,224,JPEG,already_exists
aptos__9fa398c6e8d7ccb7,data/processed/images/aptos/aptos__9fa398c6e8d7ccb7.jpg,224,224,JPEG,already_exists
aptos__e43338dbf6b1d433,data/processed/images/aptos/aptos__e43338dbf6b1d433.jpg,224,224,JPEG,already_exists
aptos__31382441c0bdd5c3,data/processed/images/aptos/aptos__31382441c0bdd5c3.jpg,224,224,JPEG,already_exists
aptos__8f604ec8a7a590e4,data/processed/images/aptos/aptos__8f604ec8a7a590e4.jpg,224,224,JPEG,already_exists
aptos__2fc8fa9591f8db71,data/processed/images/aptos/aptos__2fc8fa9591f8db71.jpg,224,224,JPEG,already_exists
aptos__77c2cb978c78beac,data/processed/images/aptos/aptos__77c2cb978c78beac.jpg,224,224,JPEG,already_exists
aptos__13925024187784e9,data/processed/images/aptos/aptos__13925024187784e9.jpg,224,224,JPEG,already_exists
aptos__d503f612989fd78f,data/processed/images/aptos/aptos__d503f612989fd78f.jpg,224,224,JPEG,already_exists
aptos__36baf901d08c164a,data/processed/images/aptos/aptos__36baf901d08c164a.jpg,224,224,JPEG,already_exists
aptos__bd6aab3acba07139,data/processed/images/aptos/aptos__bd6aab3acba07139.jpg,224,224,JPEG,already_exists
aptos__5d055adf492cc49d,data/processed/images/aptos/aptos__5d055adf492cc49d.jpg,224,224,JPEG,already_exists
aptos__50fe3c095754cb53,data/processed/images/aptos/aptos__50fe3c095754cb53.jpg,224,224,JPEG,already_exists
aptos__cc08aa35995b93e4,data/processed/images/aptos/aptos__cc08aa35995b93e4.jpg,224,224,JPEG,already_exists
aptos__bce195a6fecb1fd3,data/processed/images/aptos/aptos__bce195a6fecb1fd3.jpg,224,224,JPEG,already_exists
aptos__90c2ca5038921601,data/processed/images/aptos/aptos__90c2ca5038921601.jpg,224,224,JPEG,already_exists
aptos__d68ee928fe4037f6,data/processed/images/aptos/aptos__d68ee928fe4037f6.jpg,224,224,JPEG,already_exists
aptos__16e7c1e54fa642a6,data/processed/images/aptos/aptos__16e7c1e54fa642a6.jpg,224,224,JPEG,already_exists
aptos__bfcc27cd1b9a4985,data/processed/images/aptos/aptos__bfcc27cd1b9a4985.jpg,224,224,JPEG,already_exists
aptos__dfd8fe59f0427f87,data/processed/images/aptos/aptos__dfd8fe59f0427f87.jpg,224,224,JPEG,already_exists
aptos__1b5836e27ca3aa86,data/processed/images/aptos/aptos__1b5836e27ca3aa86.jpg,224,224,JPEG,already_exists
aptos__79a46c9b5dcce327,data/processed/images/aptos/aptos__79a46c9b5dcce327.jpg,224,224,JPEG,already_exists
aptos__10a9b76ef49085c2,data/processed/images/aptos/aptos__10a9b76ef49085c2.jpg,224,224,JPEG,already_exists
aptos__ae5118c05b847659,data/processed/images/aptos/aptos__ae5118c05b847659.jpg,224,224,JPEG,already_exists
aptos__725d6fe64f83896e,data/processed/images/aptos/aptos__725d6fe64f83896e.jpg,224,224,JPEG,already_exists
aptos__fe2250a8eca67bb5,data/processed/images/aptos/aptos__fe2250a8eca67bb5.jpg,224,224,JPEG,already_exists
aptos__41d7e50dbaeb417b,data/processed/images/aptos/aptos__41d7e50dbaeb417b.jpg,224,224,JPEG,already_exists
aptos__7380e4f0a5e39637,data/processed/images/aptos/aptos__7380e4f0a5e39637.jpg,224,224,JPEG,already_exists
aptos__036832a523be9db1,data/processed/images/aptos/aptos__036832a523be9db1.jpg,224,224,JPEG,already_exists
aptos__9b21d8e83bde1220,data/processed/images/aptos/aptos__9b21d8e83bde1220.jpg,224,224,JPEG,already_exists
aptos__c1232f853e1939b5,data/processed/images/aptos/aptos__c1232f853e1939b5.jpg,224,224,JPEG,already_exists
aptos__6efc9683a3e3eb9d,data/processed/images/aptos/aptos__6efc9683a3e3eb9d.jpg,224,224,JPEG,already_exists
aptos__041caf8cc5121df9,data/processed/images/aptos/aptos__041caf8cc5121df9.jpg,224,224,JPEG,already_exists
aptos__50fe84bbbd1105a6,data/processed/images/aptos/aptos__50fe84bbbd1105a6.jpg,224,224,JPEG,already_exists
aptos__fcee4ddcfc5663eb,data/processed/images/aptos/aptos__fcee4ddcfc5663eb.jpg,224,224,JPEG,already_exists
aptos__e6a6f2147a0bf6ff,data/processed/images/aptos/aptos__e6a6f2147a0bf6ff.jpg,224,224,JPEG,already_exists
aptos__aca93f5aaa3b3f41,data/processed/images/aptos/aptos__aca93f5aaa3b3f41.jpg,224,224,JPEG,already_exists
aptos__17e62dd51fcfd402,data/processed/images/aptos/aptos__17e62dd51fcfd402.jpg,224,224,JPEG,already_exists
aptos__a5b12d17ed0ebfff,data/processed/images/aptos/aptos__a5b12d17ed0ebfff.jpg,224,224,JPEG,already_exists
aptos__b93661bfe5f7c210,data/processed/images/aptos/aptos__b93661bfe5f7c210.jpg,224,224,JPEG,already_exists
aptos__a9c6b463e08b9d3b,data/processed/images/aptos/aptos__a9c6b463e08b9d3b.jpg,224,224,JPEG,already_exists
aptos__9c1c418b4ccecc7e,data/processed/images/aptos/aptos__9c1c418b4ccecc7e.jpg,224,224,JPEG,already_exists
aptos__55547aa54cfddb78,data/processed/images/aptos/aptos__55547aa54cfddb78.jpg,224,224,JPEG,already_exists
aptos__14c46fd1bc3d4a53,data/processed/images/aptos/aptos__14c46fd1bc3d4a53.jpg,224,224,JPEG,already_exists
aptos__4cb05219ff50472c,data/processed/images/aptos/aptos__4cb05219ff50472c.jpg,224,224,JPEG,already_exists
aptos__ae3d55e51032162e,data/processed/images/aptos/aptos__ae3d55e51032162e.jpg,224,224,JPEG,already_exists
aptos__76849d6325a89464,data/processed/images/aptos/aptos__76849d6325a89464.jpg,224,224,JPEG,already_exists
aptos__c7e8826bfd4ddfd5,data/processed/images/aptos/aptos__c7e8826bfd4ddfd5.jpg,224,224,JPEG,already_exists
aptos__ad877a95ebf3cab0,data/processed/images/aptos/aptos__ad877a95ebf3cab0.jpg,224,224,JPEG,already_exists
aptos__dc3532e6d6635d37,data/processed/images/aptos/aptos__dc3532e6d6635d37.jpg,224,224,JPEG,already_exists
aptos__88d23633bbae8c8c,data/processed/images/aptos/aptos__88d23633bbae8c8c.jpg,224,224,JPEG,already_exists
aptos__d4bd352eaadf3ebc,data/processed/images/aptos/aptos__d4bd352eaadf3ebc.jpg,224,224,JPEG,already_exists
aptos__ad3990a6b9d51e88,data/processed/images/aptos/aptos__ad3990a6b9d51e88.jpg,224,224,JPEG,already_exists
aptos__0bdb32ead1882adf,data/processed/images/aptos/aptos__0bdb32ead1882adf.jpg,224,224,JPEG,already_exists
aptos__c90cf65ffb817ca1,data/processed/images/aptos/aptos__c90cf65ffb817ca1.jpg,224,224,JPEG,already_exists
aptos__257cee3dadfb7890,data/processed/images/aptos/aptos__257cee3dadfb7890.jpg,224,224,JPEG,already_exists
aptos__d0d63fecb9f2ae94,data/processed/images/aptos/aptos__d0d63fecb9f2ae94.jpg,224,224,JPEG,already_exists
aptos__ad91635684d87883,data/processed/images/aptos/aptos__ad91635684d87883.jpg,224,224,JPEG,already_exists
aptos__7883f757d898fefb,data/processed/images/aptos/aptos__7883f757d898fefb.jpg,224,224,JPEG,already_exists
aptos__de4301fc7d19174c,data/processed/images/aptos/aptos__de4301fc7d19174c.jpg,224,224,JPEG,already_exists
aptos__13433c41dd6098c8,data/processed/images/aptos/aptos__13433c41dd6098c8.jpg,224,224,JPEG,already_exists
aptos__82c5c7bef975aee7,data/processed/images/aptos/aptos__82c5c7bef975aee7.jpg,224,224,JPEG,already_exists
aptos__60ba65f4c40bf1ab,data/processed/images/aptos/aptos__60ba65f4c40bf1ab.jpg,224,224,JPEG,already_exists
aptos__46949c3918850c69,data/processed/images/aptos/aptos__46949c3918850c69.jpg,224,224,JPEG,already_exists
aptos__2279cb755bb3ab9e,data/processed/images/aptos/aptos__2279cb755bb3ab9e.jpg,224,224,JPEG,already_exists
aptos__5f0026662132390e,data/processed/images/aptos/aptos__5f0026662132390e.jpg,224,224,JPEG,already_exists
aptos__175802bf693f5d67,data/processed/images/aptos/aptos__175802bf693f5d67.jpg,224,224,JPEG,already_exists
aptos__2cb810d66f20e8d7,data/processed/images/aptos/aptos__2cb810d66f20e8d7.jpg,224,224,JPEG,already_exists
aptos__d1089c699604dde2,data/processed/images/aptos/aptos__d1089c699604dde2.jpg,224,224,JPEG,already_exists
aptos__91b4694a831ee863,data/processed/images/aptos/aptos__91b4694a831ee863.jpg,224,224,JPEG,already_exists
aptos__4c3527519d6430ec,data/processed/images/aptos/aptos__4c3527519d6430ec.jpg,224,224,JPEG,already_exists
aptos__20adf1d8e1351974,data/processed/images/aptos/aptos__20adf1d8e1351974.jpg,224,224,JPEG,already_exists
aptos__d17e66d5741ab9be,data/processed/images/aptos/aptos__d17e66d5741ab9be.jpg,224,224,JPEG,already_exists
aptos__69d6948cf4638490,data/processed/images/aptos/aptos__69d6948cf4638490.jpg,224,224,JPEG,already_exists
aptos__648c1d3703f571f8,data/processed/images/aptos/aptos__648c1d3703f571f8.jpg,224,224,JPEG,already_exists
aptos__3ec34e939fb4d23c,data/processed/images/aptos/aptos__3ec34e939fb4d23c.jpg,224,224,JPEG,already_exists
aptos__e877b5bd24fde639,data/processed/images/aptos/aptos__e877b5bd24fde639.jpg,224,224,JPEG,already_exists
aptos__5f0c6465af6e1f4a,data/processed/images/aptos/aptos__5f0c6465af6e1f4a.jpg,224,224,JPEG,already_exists
aptos__a2d2a7006d8606ea,data/processed/images/aptos/aptos__a2d2a7006d8606ea.jpg,224,224,JPEG,already_exists
aptos__b791579ac0d70199,data/processed/images/aptos/aptos__b791579ac0d70199.jpg,224,224,JPEG,already_exists
aptos__8c5050c4ce279c82,data/processed/images/aptos/aptos__8c5050c4ce279c82.jpg,224,224,JPEG,already_exists
aptos__8cf878844cf9429e,data/processed/images/aptos/aptos__8cf878844cf9429e.jpg,224,224,JPEG,already_exists
aptos__d1a434ea7e742fab,data/processed/images/aptos/aptos__d1a434ea7e742fab.jpg,224,224,JPEG,already_exists
