image_key,image_id_x,dataset_x,sha256,perceptual_hash,image_id_y,dataset_y,image_path,processed_path,model_split,manual_decision,action
eyepacs__1ac0c84f0f2ab658,2817_left,eyepacs,67128ee68f729a6858a5e413e5c0ecf9291a7289f0a8eefce02c23e65ee3e29b,3070e0e0e0e07070,2817_left,eyepacs,data/raw/eyepacs/data/2817_left.jpeg,data/processed/images/eyepacs/eyepacs__1ac0c84f0f2ab658.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__5906135439301ce9,16386_left,eyepacs,7247a12606a4318d65b969a5a216d55fab4e9aaa2ad15af862ad6767ab6e0ea7,3070e0e0e0e07070,16386_left,eyepacs,data/raw/eyepacs/data/16386_left.jpeg,data/processed/images/eyepacs/eyepacs__5906135439301ce9.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__a50bcec8d5410d31,7859_left,eyepacs,011edc540ddf14f8b7a14e6141b15ba0129cdfca772ef3720b4d876b802ba262,3070e0e0e0e07070,7859_left,eyepacs,data/raw/eyepacs/data/7859_left.jpeg,data/processed/images/eyepacs/eyepacs__a50bcec8d5410d31.jpg,validation,not_reviewed,do_not_remove_automatically
eyepacs__d4ae6986c7ee7247,11241_left,eyepacs,baea6b2bdac01a082953a46116ca60e5cd9b9a923909e33461cf33e01433529b,3070e0e0e0e07070,11241_left,eyepacs,data/raw/eyepacs/data/11241_left.jpeg,data/processed/images/eyepacs/eyepacs__d4ae6986c7ee7247.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__b3abb61a17d326df,2132_left,eyepacs,8b83df4735cde0de7c614ff6b164feb4e939cbd2c6ec10583a2b5687c26eac1e,3070e0e0e0e07070,2132_left,eyepacs,data/raw/eyepacs/data/2132_left.jpeg,data/processed/images/eyepacs/eyepacs__b3abb61a17d326df.jpg,validation,not_reviewed,do_not_remove_automatically
eyepacs__903194ed2a3064c2,18319_left,eyepacs,67529390e34ede1d6799d952d65c9e3e27562a4913a50317cad22f5dffd92cb4,3070e0e0e0e07070,18319_left,eyepacs,data/raw/eyepacs/data/18319_left.jpeg,data/processed/images/eyepacs/eyepacs__903194ed2a3064c2.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__9757faa096a1a025,4722_left,eyepacs,a8bf5c88ef4b69b648f67c3f77d23bc19247e10d4658f3df3687b46b9e7d7d20,3070e0e0e0e07070,4722_left,eyepacs,data/raw/eyepacs/data/4722_left.jpeg,data/processed/images/eyepacs/eyepacs__9757faa096a1a025.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__3f55aef3eb1c5b28,33717_left,eyepacs,e5f542c004f028bda5c1baa98b527a5425bc348fd5fd6b793cef299b185742aa,3070e0e0e0e07070,33717_left,eyepacs,data/raw/eyepacs/data/33717_left.jpeg,data/processed/images/eyepacs/eyepacs__3f55aef3eb1c5b28.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__a91bc0890518e655,30233_left,eyepacs,30112bd10481ac9eb560fa7bb53c6b84b3ce87cc3557cef23976e2bf01ad1ceb,3070e0e0e0e07070,30233_left,eyepacs,data/raw/eyepacs/data/30233_left.jpeg,data/processed/images/eyepacs/eyepacs__a91bc0890518e655.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__5ed5570c42ba8dfa,24259_left,eyepacs,fdd19320e6b86fa73eb27d0c0bed13c6aaa637e5206d8abcbed04dba9392742a,3070e0e0e0e07070,24259_left,eyepacs,data/raw/eyepacs/data/24259_left.jpeg,data/processed/images/eyepacs/eyepacs__5ed5570c42ba8dfa.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__5c09b7ec8899b643,8554_left,eyepacs,93e929bf04a2e00ab0f0cf6bce4559428a0ed79bba14b34851f9e9fcd30d837c,3070e0e0e0e07070,8554_left,eyepacs,data/raw/eyepacs/data/8554_left.jpeg,data/processed/images/eyepacs/eyepacs__5c09b7ec8899b643.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__fb8793acfdeea7fc,6072_left,eyepacs,faf4b40266591962edfa6f8b846a0df7935b1b235f7b8a37788d209e68375153,3070e0e0e0e07070,6072_left,eyepacs,data/raw/eyepacs/data/6072_left.jpeg,data/processed/images/eyepacs/eyepacs__fb8793acfdeea7fc.jpg,validation,not_reviewed,do_not_remove_automatically
eyepacs__2ee3e309731f9991,13446_left,eyepacs,084a467ab60380d4ea7d6636e1d7add1d2ea228861d286144f5f49ecf2f12339,3070e0e0e0e07070,13446_left,eyepacs,data/raw/eyepacs/data/13446_left.jpeg,data/processed/images/eyepacs/eyepacs__2ee3e309731f9991.jpg,validation,not_reviewed,do_not_remove_automatically
eyepacs__4f5ae2ae08e1ea3d,14386_left,eyepacs,b0f530a7f2b025959b776eadf8313a0d1d0abbaac0e58b9889eb0f7474871a51,3070e0e0e0e07070,14386_left,eyepacs,data/raw/eyepacs/data/14386_left.jpeg,data/processed/images/eyepacs/eyepacs__4f5ae2ae08e1ea3d.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__b0f4d9206622807a,18476_left,eyepacs,04e862b739a010ddd3c7ead5f7cbc45da928c04d0b8da84490ab9e56ee3936db,3070e0e0e0e07070,18476_left,eyepacs,data/raw/eyepacs/data/18476_left.jpeg,data/processed/images/eyepacs/eyepacs__b0f4d9206622807a.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__89fd583a9d854a84,41182_left,eyepacs,c9068e17c003c954331445c14d0356090bc470f1d1fda23b119a4736f1bf5006,3070e0e0e0e07070,41182_left,eyepacs,data/raw/eyepacs/data/41182_left.jpeg,data/processed/images/eyepacs/eyepacs__89fd583a9d854a84.jpg,validation,not_reviewed,do_not_remove_automatically
eyepacs__fe232e824558b5ff,24062_left,eyepacs,06a9218c98203f04bb309e12db624e2a16f58f71921f361d29b6e59b731f0702,3070e0e0e0e07070,24062_left,eyepacs,data/raw/eyepacs/data/24062_left.jpeg,data/processed/images/eyepacs/eyepacs__fe232e824558b5ff.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__e9d2d9c579a8b81e,20439_left,eyepacs,d28b25d65a1530fb1acdbfc74193673e45906146a0eeaa6c3fa5b816f512b687,3070e0e0e0e07070,20439_left,eyepacs,data/raw/eyepacs/data/20439_left.jpeg,data/processed/images/eyepacs/eyepacs__e9d2d9c579a8b81e.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__0909501550172bf3,39943_left,eyepacs,003b92b08d469a5743e27bc74a07ba18fa4aa687d47dbb2f55b368e03e1cea47,3070e0e0e0e07070,39943_left,eyepacs,data/raw/eyepacs/data/39943_left.jpeg,data/processed/images/eyepacs/eyepacs__0909501550172bf3.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__852131a3f20bf00e,22801_left,eyepacs,5887d0e033510523b5e578b2322f9b4cb3866d4ed93158a6ee9bc10454d968bc,3070e0e0e0e07070,22801_left,eyepacs,data/raw/eyepacs/data/22801_left.jpeg,data/processed/images/eyepacs/eyepacs__852131a3f20bf00e.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__338278c3459aa147,26695_left,eyepacs,f2a9d6920a28180610ee68f35433f868505119d3126ec4b82340003ba0991d39,3070e0e0e0e07070,26695_left,eyepacs,data/raw/eyepacs/data/26695_left.jpeg,data/processed/images/eyepacs/eyepacs__338278c3459aa147.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__80f758a503d799c5,20893_left,eyepacs,12f99bbb76951484bed83349c5a8b7738dda6fcd4e19a0cd2c65681d75ea392c,3070e0e0e0e07070,20893_left,eyepacs,data/raw/eyepacs/data/20893_left.jpeg,data/processed/images/eyepacs/eyepacs__80f758a503d799c5.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__66f687bc89a449c0,9879_left,eyepacs,c028b2b241595d763cc2fbab7cade5e9aff35adbeb8f3e1e47e3282a56624d6b,3070e0e0e0e07070,9879_left,eyepacs,data/raw/eyepacs/data/9879_left.jpeg,data/processed/images/eyepacs/eyepacs__66f687bc89a449c0.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__eebfd72e0cd8743d,27277_left,eyepacs,59e398ddabba921124c638ffa42ce37f941f47b07078c2fdcd6f715ad24ea67f,3070e0e0e0e07070,27277_left,eyepacs,data/raw/eyepacs/data/27277_left.jpeg,data/processed/images/eyepacs/eyepacs__eebfd72e0cd8743d.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__7e5d60f95b253e10,44328_left,eyepacs,5975edbee5af4c8983bb6443cd58edc72ad52b09a939e1ba6accae90272454a6,3070e0e0e0e07070,44328_left,eyepacs,data/raw/eyepacs/data/44328_left.jpeg,data/processed/images/eyepacs/eyepacs__7e5d60f95b253e10.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__18c345d348f0c28f,39323_left,eyepacs,f9eceaab1eab2e548228513355c8b7f86e93f8ff4adda0f0b8b86751c1d5435a,3070e0e0e0e07070,39323_left,eyepacs,data/raw/eyepacs/data/39323_left.jpeg,data/processed/images/eyepacs/eyepacs__18c345d348f0c28f.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__d13647a579240d3a,38792_left,eyepacs,44c2f0fd55185268dafab6060e500ac048db5e0176b84e4e1ac73ad9a08aebd3,3070e0e0e0e07070,38792_left,eyepacs,data/raw/eyepacs/data/38792_left.jpeg,data/processed/images/eyepacs/eyepacs__d13647a579240d3a.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__6c6602f5139e64e7,24754_left,eyepacs,c8c6d4344b080f7a84e0e485595f8be824734cdf31e112141fa349fb8ff27d34,3070e0e0e0e07070,24754_left,eyepacs,data/raw/eyepacs/data/24754_left.jpeg,data/processed/images/eyepacs/eyepacs__6c6602f5139e64e7.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__c42c948635e27729,575_left,eyepacs,5d3a629424fc6bc3bac8610b8af161b37649f5ba3958526e0ad82914746f4501,3070e0e0e0e07070,575_left,eyepacs,data/raw/eyepacs/data/575_left.jpeg,data/processed/images/eyepacs/eyepacs__c42c948635e27729.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__5af49e0f938e1d95,39649_left,eyepacs,ad24d951be7850f396b966181cd680a6c9ab4f714e6c6ebad58d3f7b89379588,3070e0e0e0e07070,39649_left,eyepacs,data/raw/eyepacs/data/39649_left.jpeg,data/processed/images/eyepacs/eyepacs__5af49e0f938e1d95.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__87fc4e5618341d5d,34063_left,eyepacs,3259ec84502fd6f7abe6e61841dda366d1c72fc1859e86186b6c41e94c9eb634,3070e0e0e0e07070,34063_left,eyepacs,data/raw/eyepacs/data/34063_left.jpeg,data/processed/images/eyepacs/eyepacs__87fc4e5618341d5d.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__c10a5e6ab0ac531c,10908_left,eyepacs,c43677dc1f7874a291bc2d13ead33feba80dcd0948c1217245b66890a10c8902,3070e0e0e0e07070,10908_left,eyepacs,data/raw/eyepacs/data/10908_left.jpeg,data/processed/images/eyepacs/eyepacs__c10a5e6ab0ac531c.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__4a9dee115e85e44c,10915_left,eyepacs,87e209623ff9cd8a18d55c12bc914424635d1899f868c9d7f5c9c84d94b2136a,3070e0e0e0e07070,10915_left,eyepacs,data/raw/eyepacs/data/10915_left.jpeg,data/processed/images/eyepacs/eyepacs__4a9dee115e85e44c.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__13a6ec370e67b11a,40777_left,eyepacs,d148a274dcc8e48e0d056f5bc0978a049cdb2c9f00d166cac0eaecbb87d37345,3070e0e0e0e07070,40777_left,eyepacs,data/raw/eyepacs/data/40777_left.jpeg,data/processed/images/eyepacs/eyepacs__13a6ec370e67b11a.jpg,validation,not_reviewed,do_not_remove_automatically
eyepacs__8ad24cfa424374f3,36983_left,eyepacs,3562d4bbac5bb27b6de16a1f3f8359a0a39982f80582af5b8360a7d4a66b9ec1,3070e0e0e0e07070,36983_left,eyepacs,data/raw/eyepacs/data/36983_left.jpeg,data/processed/images/eyepacs/eyepacs__8ad24cfa424374f3.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__1d38f93cd987bdc5,32642_left,eyepacs,44d1c2bcd45c99320a19f0d83b5d1d05f1a635896fc66b6777398d782249069d,3070e0e0e0e07070,32642_left,eyepacs,data/raw/eyepacs/data/32642_left.jpeg,data/processed/images/eyepacs/eyepacs__1d38f93cd987bdc5.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__ebe90bda7dabb243,17630_left,eyepacs,e9b4bc1a2de9189a06334b7fb6e925bd3c384dccd3367ea87fcf0b1541441481,3070e0e0e0e07070,17630_left,eyepacs,data/raw/eyepacs/data/17630_left.jpeg,data/processed/images/eyepacs/eyepacs__ebe90bda7dabb243.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__79e1ab5eb0937851,29923_left,eyepacs,21388511346f87ae02264c6ad1e1669a2361077f784e920a107b461d2853a15b,3070e0e0e0e07070,29923_left,eyepacs,data/raw/eyepacs/data/29923_left.jpeg,data/processed/images/eyepacs/eyepacs__79e1ab5eb0937851.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__62766f2641c7d021,14463_left,eyepacs,fcfe2901ca3e66581f1ff904721934894e96cceb7418a81c0b4a3a9cb1562da9,3070e0e0e0e07070,14463_left,eyepacs,data/raw/eyepacs/data/14463_left.jpeg,data/processed/images/eyepacs/eyepacs__62766f2641c7d021.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__bddb871a745a4fa8,19870_left,eyepacs,1440881da7fb4f1fb98fe6c5af6030b5940160fe8065e4f8237db1a7e367dc30,3070e0e0e0e07070,19870_left,eyepacs,data/raw/eyepacs/data/19870_left.jpeg,data/processed/images/eyepacs/eyepacs__bddb871a745a4fa8.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__0508865961b575a0,2992_left,eyepacs,8b8604fc5fc37ac1d17650ff66b5922d9a28a1488a4551278cee77fa11a39e51,3070e0e0e0e07070,2992_left,eyepacs,data/raw/eyepacs/data/2992_left.jpeg,data/processed/images/eyepacs/eyepacs__0508865961b575a0.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__62d0da5bc292b8ad,7764_left,eyepacs,02fe9f53f6f80a0e4d7a515eb193453e238576edee73b4bcb492b51c044f7fdf,3070e0e0e0e07070,7764_left,eyepacs,data/raw/eyepacs/data/7764_left.jpeg,data/processed/images/eyepacs/eyepacs__62d0da5bc292b8ad.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__71ee5086c566a148,1439_left,eyepacs,58748547c0568090880aeda67fe03df27d5fcca9f727eb691c120c82539babc5,3070e0e0e0e07070,1439_left,eyepacs,data/raw/eyepacs/data/1439_left.jpeg,data/processed/images/eyepacs/eyepacs__71ee5086c566a148.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__79c8daff7ea9c73a,2990_left,eyepacs,182656f9e8b730ee640baa8e3b104cc706dec75e680369e3299bca3d3b10560d,3070e0e0e0e07070,2990_left,eyepacs,data/raw/eyepacs/data/2990_left.jpeg,data/processed/images/eyepacs/eyepacs__79c8daff7ea9c73a.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__1eb18c3e077ebeae,17725_left,eyepacs,e618905f4334eff005f49dc127afd567bf0bb8b27bda8cf0ffa3fbfeaf4f33a5,3070e0e0e0e07070,17725_left,eyepacs,data/raw/eyepacs/data/17725_left.jpeg,data/processed/images/eyepacs/eyepacs__1eb18c3e077ebeae.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__9e8c039142cb8373,31203_left,eyepacs,0413366a7c512ce69764734e0ed2c0963d229bd585c4b326a18790dde1f12cdb,3070e0e0e0e07070,31203_left,eyepacs,data/raw/eyepacs/data/31203_left.jpeg,data/processed/images/eyepacs/eyepacs__9e8c039142cb8373.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__1d81a8067b9a2951,30290_left,eyepacs,9c3056903ba703c7d8db4b3970c4cb1e684eb8deaa27e8492400548ef2db91e4,3070e0e0e0e07070,30290_left,eyepacs,data/raw/eyepacs/data/30290_left.jpeg,data/processed/images/eyepacs/eyepacs__1d81a8067b9a2951.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__1395a20fa4a86c07,23146_left,eyepacs,86e8403434c7958d610481a0728b034ecdbb8f273b214e1e68bb58d105897454,3070e0e0e0e07070,23146_left,eyepacs,data/raw/eyepacs/data/23146_left.jpeg,data/processed/images/eyepacs/eyepacs__1395a20fa4a86c07.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__0b324ae960fcfc02,9011_left,eyepacs,ab9a7cf4119d32a5de36213a3106f2d4868e6e7ff33f869a4c47a189e8f95eb7,3070e0e0e0e07070,9011_left,eyepacs,data/raw/eyepacs/data/9011_left.jpeg,data/processed/images/eyepacs/eyepacs__0b324ae960fcfc02.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__863934ac198e8013,33109_left,eyepacs,3016fd7ae01a25da81b1720e617ddf105aa0e15dd495b0849a88ad2966fd42da,3070e0e0e0e07070,33109_left,eyepacs,data/raw/eyepacs/data/33109_left.jpeg,data/processed/images/eyepacs/eyepacs__863934ac198e8013.jpg,validation,not_reviewed,do_not_remove_automatically
eyepacs__5b778e8d0706120f,30986_left,eyepacs,4afd39b80b059ebdadfc8d3709062ca16aeae13902a5cbf64dc4e6328c1e4d5e,3070e0e0e0e07070,30986_left,eyepacs,data/raw/eyepacs/data/30986_left.jpeg,data/processed/images/eyepacs/eyepacs__5b778e8d0706120f.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__6612da5a9b487974,7237_left,eyepacs,dd98782a87089f7e31cce7bdc7d6d9188138ee59f17ca71f33513f8cf8a3ec3f,3070e0e0e0e07070,7237_left,eyepacs,data/raw/eyepacs/data/7237_left.jpeg,data/processed/images/eyepacs/eyepacs__6612da5a9b487974.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__a2184c97f4b51162,17309_left,eyepacs,8bd7baaefaf353cfbaad584da40fe2151970c01025f0c1221b20495ca1e39fc5,3070e0e0e0e07070,17309_left,eyepacs,data/raw/eyepacs/data/17309_left.jpeg,data/processed/images/eyepacs/eyepacs__a2184c97f4b51162.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__4d1ae05799d61fd3,33112_left,eyepacs,d5affc41190e845498e2e922ed48fd0ab626b45e091fb12b7e8466823331d7e3,3070e0e0e0e07070,33112_left,eyepacs,data/raw/eyepacs/data/33112_left.jpeg,data/processed/images/eyepacs/eyepacs__4d1ae05799d61fd3.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__45f2f139febbc54b,11601_left,eyepacs,7f6ed8cc39cfc8871228a15c42e9f19a91c24c10a09927eae32adeb848187f09,3070e0e0e0e07070,11601_left,eyepacs,data/raw/eyepacs/data/11601_left.jpeg,data/processed/images/eyepacs/eyepacs__45f2f139febbc54b.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__53ab174fd6a4a36f,28037_left,eyepacs,de1a5b4720f00e89b94b79c8e8c9513e3d2805c87f5fae710b30409da4184e99,3070e0e0e0e07070,28037_left,eyepacs,data/raw/eyepacs/data/28037_left.jpeg,data/processed/images/eyepacs/eyepacs__53ab174fd6a4a36f.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__84cbfde0e162de50,4624_left,eyepacs,84b7d1e83ce4f7e9b802e15643f09cce755b4a1dfbe74c5d818787c8a8645adc,3070e0e0e0e07070,4624_left,eyepacs,data/raw/eyepacs/data/4624_left.jpeg,data/processed/images/eyepacs/eyepacs__84cbfde0e162de50.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__b92d129ea063b37a,36576_left,eyepacs,7899d239f3177b4e73206ed639d006682b73e1f67c5566de1136dede35b41fa5,3070e0e0e0e07070,36576_left,eyepacs,data/raw/eyepacs/data/36576_left.jpeg,data/processed/images/eyepacs/eyepacs__b92d129ea063b37a.jpg,validation,not_reviewed,do_not_remove_automatically
eyepacs__a3db7bbf31bc4527,33262_left,eyepacs,0d089c5e505d34d0e41dc3215495056ee3031658128ad80d09ac4db1b31834bb,3070e0e0e0e07070,33262_left,eyepacs,data/raw/eyepacs/data/33262_left.jpeg,data/processed/images/eyepacs/eyepacs__a3db7bbf31bc4527.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__ab182e7a556b5dc8,172_left,eyepacs,b456bb17d1d9b989902c2561db5f59a44ab0598825ee1ebb630f7cdc202e55a7,3070e0e0e0e07070,172_left,eyepacs,data/raw/eyepacs/data/172_left.jpeg,data/processed/images/eyepacs/eyepacs__ab182e7a556b5dc8.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__ceb5bdfa519109a6,24327_left,eyepacs,3456308085045d59b7b71b4dfe53a226ce2861b6a39675d559b6b9938e337525,3070e0e0e0e07070,24327_left,eyepacs,data/raw/eyepacs/data/24327_left.jpeg,data/processed/images/eyepacs/eyepacs__ceb5bdfa519109a6.jpg,train,not_reviewed,do_not_remove_automatically
eyepacs__189e4c499b673111,18939_left,eyepacs,046a38aa1f7fa28e76677db88a323b2de9ed57f63739000bd850901cf26de3f6,3070e0e0e0e07070,18939_left,eyepacs,data/raw/eyepacs/data/18939_left.jpeg,data/processed/images/eyepacs/eyepacs__189e4c499b673111.jpg,train,not_reviewed,do_not_remove_automatically
